GEOID	NAME	UATYPE	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                                      
58020	Mojave, CA Urban Cluster	C	5145798	0	1.987	0.	35.052684	-118.175911                                                                                                                               
58033	Molalla, OR Urban Cluster	C	9439664	0	3.645	0.	45.156909	-122.58378                                                                                                                               
58060	Momence, IL Urban Cluster	C	4702127	352067	1.816	0.136	41.16472	-87.66202                                                                                                                         
58087	Monahans, TX Urban Cluster	C	16168636	31467	6.243	0.012	31.587702	-102.892289                                                                                                                     
58168	Monessen--California, PA Urbanized Area	U	115813824	3537551	44.716	1.366	40.138193	-79.884663                                                                                                     
58195	Monett, MO Urban Cluster	C	12346563	18448	4.767	0.007	36.923046	-93.920943                                                                                                                        
58222	Monmouth, IL Urban Cluster	C	10040409	0	3.877	0.	40.912498	-90.644305                                                                                                                             
58249	Monmouth--Independence, OR Urban Cluster	C	13881200	207148	5.36	0.08	44.853303	-123.212437                                                                                                        
58303	Monroe, GA Urban Cluster	C	37251298	514488	14.383	0.199	33.801243	-83.71084                                                                                                                       
58330	Monroe, LA Urbanized Area	U	212206006	5023378	81.933	1.94	32.520969	-92.11725                                                                                                                     
58357	Monroe, MI Urbanized Area	U	82834149	2754142	31.982	1.063	41.92097	-83.388802                                                                                                                     
58384	Monroe, WI Urban Cluster	C	11513555	0	4.445	0.	42.60016	-89.645063                                                                                                                                
58411	Monroeville, AL Urban Cluster	C	13315556	18229	5.141	0.007	31.520002	-87.329907                                                                                                                   
58420	Montauk, NY Urban Cluster	C	12542487	696073	4.843	0.269	41.0492	-71.944984                                                                                                                        
58428	Mont Belvieu, TX Urban Cluster	C	6784666	0	2.62	0.	29.879991	-94.833174                                                                                                                           
58438	Monterey, TN Urban Cluster	C	7449451	0	2.876	0.	36.141965	-85.258377                                                                                                                              
58469	Montesano--Elma, WA Urban Cluster	C	14311159	81802	5.526	0.032	47.005107	-123.425717                                                                                                              
58519	Montevideo, MN Urban Cluster	C	7431554	38657	2.869	0.015	44.94848	-95.717074                                                                                                                      
58546	Monte Vista, CO Urban Cluster	C	5431105	46479	2.097	0.018	37.578511	-106.14071                                                                                                                    
58573	Montezuma, GA Urban Cluster	C	15301765	127780	5.908	0.049	32.302593	-84.030703                                                                                                                    
58600	Montgomery, AL Urbanized Area	U	397217290	3435324	153.366	1.326	32.400042	-86.297468                                                                                                              
58627	Montgomery, MN Urban Cluster	C	3116504	0	1.203	0.	44.44144	-93.579002                                                                                                                             
58654	Montgomery, PA Urban Cluster	C	7498207	15675	2.895	0.006	41.181307	-76.86996                                                                                                                      
58664	Montgomery, WV Urban Cluster	C	6137831	343006	2.37	0.132	38.18431	-81.355069                                                                                                                      
58675	Montgomery City, MO Urban Cluster	C	4506161	16559	1.74	0.006	38.978184	-91.50489                                                                                                                  
58708	Monticello, AR Urban Cluster	C	24976601	69761	9.644	0.027	33.622127	-91.793754                                                                                                                    
58721	Monticello, GA Urban Cluster	C	5065504	20235	1.956	0.008	33.303192	-83.685989                                                                                                                     
58735	Monticello, IL Urban Cluster	C	8921383	0	3.445	0.	40.030449	-88.577344                                                                                                                            
58762	Monticello, IN Urban Cluster	C	16795740	1825030	6.485	0.705	40.766326	-86.768073                                                                                                                  
58789	Monticello, IA Urban Cluster	C	2956926	0	1.142	0.	42.239408	-91.19004                                                                                                                             
58816	Monticello, KY Urban Cluster	C	14755517	82693	5.697	0.032	36.840224	-84.847136                                                                                                                    
58843	Monticello, NY Urban Cluster	C	11311143	7873	4.367	0.003	41.662116	-74.695109                                                                                                                     
58870	Monticello--Big Lake, MN Urban Cluster	C	43312323	3438422	16.723	1.328	45.3505	-93.781351                                                                                                         
58924	Montpelier, OH Urban Cluster	C	5323965	12011	2.056	0.005	41.584246	-84.591569                                                                                                                     
58951	Montrose, CO Urban Cluster	C	46544797	0	17.971	0.	38.481807	-107.87291                                                                                                                            
58961	Montrose, MN Urban Cluster	C	6859919	1952729	2.649	0.754	45.065739	-93.914799                                                                                                                     
58972	Moodus, CT Urban Cluster	C	10175335	473587	3.929	0.183	41.491832	-72.440718                                                                                                                       
58992	Moorefield, WV Urban Cluster	C	4640251	6668	1.792	0.003	39.058504	-78.960853                                                                                                                      
59005	Moore Haven, FL Urban Cluster	C	5523666	234687	2.133	0.091	26.833103	-81.100431                                                                                                                   
59059	Moorhead, MS Urban Cluster	C	2807178	0	1.084	0.	33.450622	-90.50471                                                                                                                               
59098	Moose Lake, MN Urban Cluster	C	10400911	1506412	4.016	0.582	46.435593	-92.766055                                                                                                                  
59113	Mora, MN Urban Cluster	C	6334479	485210	2.446	0.187	45.867484	-93.294754                                                                                                                          
59167	Morehead, KY Urban Cluster	C	12674320	119115	4.894	0.046	38.177954	-83.442181                                                                                                                     
59194	Morehead City, NC Urban Cluster	C	123355309	10752785	47.628	4.152	34.740243	-76.858788                                                                                                            
59210	Morgan, UT Urban Cluster	C	6219986	0	2.402	0.	41.040925	-111.679242                                                                                                                               
59221	Morgan City, LA Urban Cluster	C	59724799	2733841	23.06	1.056	29.69095	-91.190811                                                                                                                  
59248	Morganfield, KY Urban Cluster	C	7809593	6769	3.015	0.003	37.687883	-87.909588                                                                                                                     
59275	Morgantown, WV Urbanized Area	U	97121514	3285730	37.499	1.269	39.641185	-79.926427                                                                                                                
59302	Morrilton, AR Urban Cluster	C	14775141	79523	5.705	0.031	35.161091	-92.739342                                                                                                                     
59329	Morris, IL Urban Cluster	C	26093126	452894	10.075	0.175	41.373469	-88.423222                                                                                                                      
59356	Morris, MN Urban Cluster	C	6612645	0	2.553	0.	45.586459	-95.908828                                                                                                                                
59383	Morrison, IL Urban Cluster	C	5402553	0	2.086	0.	41.809227	-89.965223                                                                                                                              
59410	Morristown, TN Urbanized Area	U	155096086	374388	59.883	0.145	36.197915	-83.34091                                                                                                                 
59437	Morro Bay--Los Osos, CA Urban Cluster	C	30938311	55850	11.945	0.022	35.355298	-120.844623                                                                                                         
59464	Morton, MS Urban Cluster	C	6137103	0	2.37	0.	32.351681	-89.655661                                                                                                                                 
59491	Moscow, ID Urban Cluster	C	15200763	5453	5.869	0.002	46.73131	-116.993349                                                                                                                         
59501	Moscow, PA Urban Cluster	C	7071909	0	2.73	0.	41.366093	-75.555215                                                                                                                                 
59518	Moses Lake, WA Urban Cluster	C	68802648	13194526	26.565	5.094	47.149902	-119.305972                                                                                                               
59545	Moulton, AL Urban Cluster	C	8388736	14385	3.239	0.006	34.478256	-87.27808                                                                                                                         
59572	Moultrie, GA Urban Cluster	C	47090781	1295185	18.182	0.5	31.173919	-83.776561                                                                                                                     
59605	Moundville, AL Urban Cluster	C	8141619	16847	3.143	0.007	32.997816	-87.617546                                                                                                                     
59626	Mountain City, TN Urban Cluster	C	7788589	0	3.007	0.	36.475285	-81.810791                                                                                                                         
59653	Mountain Grove, MO Urban Cluster	C	7074125	37400	2.731	0.014	37.134141	-92.261683                                                                                                                 
59680	Mountain Home, AR Urban Cluster	C	28582920	40689	11.036	0.016	36.345259	-92.375715                                                                                                                
59707	Mountain Home, ID Urban Cluster	C	19684926	8851	7.6	0.003	43.140683	-115.691232                                                                                                                   
59734	Mountain Home AFB, ID Urban Cluster	C	19796717	89688	7.644	0.035	43.046417	-115.865678                                                                                                            
59745	Mountain House, CA Urban Cluster	C	3706296	0	1.431	0.	37.77664	-121.546689                                                                                                                        
59761	Mountain Lake Park, MD Urban Cluster	C	10919764	41325	4.216	0.016	39.407698	-79.391965                                                                                                            
59815	Mount Airy, NC--VA Urban Cluster	C	61998189	501775	23.938	0.194	36.507243	-80.614222                                                                                                              
59827	Mount Angel, OR Urban Cluster	C	3314929	0	1.28	0.	45.067621	-122.79283                                                                                                                            
59842	Mount Carmel, IL Urban Cluster	C	10147906	0	3.918	0.	38.418879	-87.769183                                                                                                                         
59896	Mount Gilead, OH Urban Cluster	C	5984157	0	2.31	0.	40.553827	-82.838907                                                                                                                           
59910	Mount Holly Springs, PA Urban Cluster	C	9160772	276297	3.537	0.107	40.114988	-77.200752                                                                                                           
59923	Mount Hood Village, OR Urban Cluster	C	11045208	0	4.265	0.	45.372837	-122.004852                                                                                                                  
59950	Mount Horeb, WI Urban Cluster	C	7332402	0	2.831	0.	43.007636	-89.730189                                                                                                                           
59977	Mount Morris, IL Urban Cluster	C	5242569	0	2.024	0.	42.044571	-89.424908                                                                                                                          
60004	Mount Morris, NY Urban Cluster	C	8517689	0	3.289	0.	42.737647	-77.87954                                                                                                                           
60031	Mount Olive, NC Urban Cluster	C	8619109	0	3.328	0.	35.191846	-78.073639                                                                                                                           
60058	Mount Orab, OH Urban Cluster	C	7087678	0	2.737	0.	39.026273	-83.929185                                                                                                                            
60085	Mount Pleasant, IA Urban Cluster	C	14972149	0	5.781	0.	40.964967	-91.546325                                                                                                                       
60112	Mount Pleasant, MI Urban Cluster	C	43069959	370764	16.629	0.143	43.591746	-84.759939                                                                                                              
60139	Mount Pleasant, TN Urban Cluster	C	6723394	0	2.596	0.	35.539106	-87.206633                                                                                                                        
60166	Mount Pleasant, TX Urban Cluster	C	35582789	798245	13.739	0.308	33.166773	-94.97814                                                                                                               
60176	Mount Pleasant, UT Urban Cluster	C	5191742	0	2.005	0.	39.544366	-111.452718                                                                                                                       
60195	Mount Pocono--Emerald Lakes, PA Urban Cluster	C	44688039	1069587	17.254	0.413	41.157968	-75.360471                                                                                                
60223	Mount Shasta--Weed, CA Urban Cluster	C	18934481	16457	7.311	0.006	41.309471	-122.31909                                                                                                            
60247	Mount Sterling, IL Urban Cluster	C	3814441	0	1.473	0.	39.981326	-90.762035                                                                                                                        
60274	Mount Sterling, KY Urban Cluster	C	15184845	47908	5.863	0.018	38.055763	-83.949327                                                                                                                
60301	Mount Union, PA Urban Cluster	C	6094013	179118	2.353	0.069	40.382347	-77.871213                                                                                                                   
60328	Mount Vernon, IL Urban Cluster	C	27882639	176829	10.766	0.068	38.317886	-88.918427                                                                                                                
60355	Mount Vernon, IN Urban Cluster	C	13211377	62601	5.101	0.024	37.93853	-87.89267                                                                                                                    
60382	Mount Vernon, IA Urban Cluster	C	8852649	16175	3.418	0.006	41.92466	-91.409123                                                                                                                    
60409	Mount Vernon, KY Urban Cluster	C	4825735	0	1.863	0.	37.354144	-84.345792                                                                                                                          
60436	Mount Vernon, MO Urban Cluster	C	7560394	0	2.919	0.	37.102858	-93.818104                                                                                                                          
60463	Mount Vernon, OH Urban Cluster	C	34537878	249959	13.335	0.097	40.393212	-82.467943                                                                                                                
60473	Mount Vernon, TX Urban Cluster	C	7360122	17072	2.842	0.007	33.169348	-95.22841                                                                                                                    
60490	Mount Vernon, WA Urbanized Area	U	89205727	3500318	34.443	1.351	48.446275	-122.305237                                                                                                             
60517	Mukwonago, WI Urban Cluster	C	56535405	499101	21.828	0.193	42.88289	-88.374566                                                                                                                    
60546	Muldrow--Roland, OK Urban Cluster	C	11011579	65903	4.252	0.025	35.413179	-94.508525                                                                                                               
60571	Muleshoe, TX Urban Cluster	C	6286580	0	2.427	0.	34.227804	-102.733169                                                                                                                             
60598	Mullins, SC Urban Cluster	C	10008310	0	3.864	0.	34.203902	-79.260384                                                                                                                              
60625	Muncie, IN Urbanized Area	U	120865040	707082	46.666	0.273	40.197161	-85.403847                                                                                                                    
60652	Muncy, PA Urban Cluster	C	20575838	549741	7.944	0.212	41.216855	-76.771832                                                                                                                        
60684	Munising, MI Urban Cluster	C	8501222	14385	3.282	0.006	46.380213	-86.659083                                                                                                                       
60706	Murfreesboro, NC Urban Cluster	C	3797319	14336	1.466	0.006	36.436052	-77.104051                                                                                                                   
60733	Murfreesboro, TN Urbanized Area	U	200387944	410815	77.37	0.159	35.848239	-86.406025                                                                                                               
60760	Murphysboro, IL Urban Cluster	C	20440817	207073	7.892	0.08	37.777359	-89.333686                                                                                                                   
60787	Murray, KY Urban Cluster	C	30062021	47764	11.607	0.018	36.608658	-88.325636                                                                                                                       
60799	Murrieta--Temecula--Menifee, CA Urbanized Area	U	418939802	2169228	161.754	0.838	33.637983	-117.230263                                                                                            
60814	Muscatine, IA Urban Cluster	C	37649505	103541	14.537	0.04	41.427982	-91.062586                                                                                                                    
60841	Muskegon, MI Urbanized Area	U	290650633	13972447	112.221	5.395	43.165623	-86.212952                                                                                                               
60868	Muskogee, OK Urban Cluster	C	72513499	77882	27.998	0.03	35.752077	-95.351003                                                                                                                      
60895	Myrtle Beach--Socastee, SC--NC Urbanized Area	U	494444009	8795583	190.906	3.396	33.763644	-78.850496                                                                                              
60930	Mystic Island, NJ Urban Cluster	C	32802326	1694704	12.665	0.654	39.593925	-74.354791                                                                                                              
60949	Nacogdoches, TX Urban Cluster	C	62971999	218577	24.314	0.084	31.611686	-94.654803                                                                                                                 
60976	Nampa, ID Urbanized Area	U	179744840	506377	69.4	0.196	43.615843	-116.610339                                                                                                                      
61003	Nantucket, MA Urban Cluster	C	20815812	110551	8.037	0.043	41.26424	-70.090151                                                                                                                     
61030	Nanty-Glo, PA Urban Cluster	C	9326646	2712	3.601	0.001	40.460873	-78.837905                                                                                                                       
61057	Napa, CA Urbanized Area	U	66897326	656296	25.829	0.253	38.295818	-122.290782                                                                                                                      
61084	Napoleon, OH Urban Cluster	C	13982508	407160	5.399	0.157	41.396114	-84.126404                                                                                                                     
61111	Nappanee, IN Urban Cluster	C	10394976	3011	4.014	0.001	41.444323	-85.996296                                                                                                                       
61138	Narrows, VA--WV Urban Cluster	C	7458321	145556	2.88	0.056	37.405743	-80.79523                                                                                                                     
61165	Nashua, NH--MA Urbanized Area	U	472253304	8920826	182.338	3.444	42.820934	-71.440786                                                                                                              
61192	Nashville, AR Urban Cluster	C	8601990	9356	3.321	0.004	33.940885	-93.851669                                                                                                                       
61219	Nashville, GA Urban Cluster	C	8493568	114650	3.279	0.044	31.20447	-83.247063                                                                                                                      
61246	Nashville, IL Urban Cluster	C	4061806	25534	1.568	0.01	38.341635	-89.384152                                                                                                                       
61273	Nashville-Davidson, TN Urbanized Area	U	1460063732	41488642	563.734	16.019	36.128662	-86.681492                                                                                                   
61300	Nassau Village-Ratliff, FL Urban Cluster	C	18097845	0	6.988	0.	30.561	-81.8364                                                                                                                    
61327	Natchez, MS--LA Urban Cluster	C	55431460	313368	21.402	0.121	31.559012	-91.404613                                                                                                                 
61354	Natchitoches, LA Urban Cluster	C	30542972	1148595	11.793	0.443	31.754426	-93.083408                                                                                                               
61381	Navasota, TX Urban Cluster	C	21088368	194295	8.142	0.075	30.363561	-96.083775                                                                                                                     
61408	Nebraska City, NE Urban Cluster	C	8805806	0	3.4	0.	40.675647	-95.859989                                                                                                                           
61435	Needles, CA--AZ Urban Cluster	C	26000105	307928	10.039	0.119	34.859248	-114.589385                                                                                                                
61462	Needville, TX Urban Cluster	C	4267753	2161	1.648	0.001	29.394952	-95.838154                                                                                                                       
61478	Nelson, GA Urban Cluster	C	11617357	18842	4.485	0.007	34.377527	-84.388052                                                                                                                        
61489	Nelsonville, OH Urban Cluster	C	10130854	175368	3.912	0.068	39.459025	-82.220411                                                                                                                  
61516	Neodesha, KS Urban Cluster	C	3707285	6206	1.431	0.002	37.425454	-95.684282                                                                                                                        
61543	Neosho, MO Urban Cluster	C	21272902	28673	8.214	0.011	36.857375	-94.378464                                                                                                                        
61570	Nephi, UT Urban Cluster	C	8315359	0	3.211	0.	39.7109	-111.831316                                                                                                                                  
61597	Nevada, IA Urban Cluster	C	8528443	28250	3.293	0.011	42.016121	-93.453302                                                                                                                         
61624	Nevada, MO Urban Cluster	C	14424014	86573	5.569	0.033	37.838701	-94.357269                                                                                                                        
61651	New Albany, MS Urban Cluster	C	15653544	0	6.044	0.	34.496911	-89.028819                                                                                                                           
61678	Newark, NY Urban Cluster	C	19081946	71586	7.368	0.028	43.049603	-77.061877                                                                                                                        
61705	Newark, OH Urbanized Area	U	109043813	999288	42.102	0.386	40.031586	-82.457617                                                                                                                    
61732	Newaygo, MI Urban Cluster	C	8711842	4265800	3.364	1.647	43.388269	-85.768307                                                                                                                      
61759	New Baden, IL Urban Cluster	C	3286617	0	1.269	0.	38.538435	-89.696673                                                                                                                             
61786	New Bedford, MA Urbanized Area	U	142884779	14424376	55.168	5.569	41.673929	-70.937061                                                                                                             
61813	Newberg, OR Urban Cluster	C	25614956	41162	9.89	0.016	45.299898	-122.973965                                                                                                                       
61840	New Bern, NC Urbanized Area	U	112510493	4722314	43.441	1.823	35.070216	-77.050473                                                                                                                 
61867	Newberry, MI Urban Cluster	C	3882789	0	1.499	0.	46.34364	-85.510308                                                                                                                               
61894	Newberry, SC Urban Cluster	C	23614943	26999	9.118	0.01	34.288143	-81.617235                                                                                                                       
61921	New Boston, TX Urban Cluster	C	11678078	12839	4.509	0.005	33.463558	-94.424873                                                                                                                    
61975	New Bremen--Minster, OH Urban Cluster	C	14478385	6189	5.59	0.002	40.396653	-84.375259                                                                                                             
62056	New Carlisle, IN Urban Cluster	C	7798872	1445493	3.011	0.558	41.702455	-86.517461                                                                                                                 
62110	New Castle, CO Urban Cluster	C	6076007	166832	2.346	0.064	39.576087	-107.534292                                                                                                                   
62137	New Castle, IN Urban Cluster	C	33286503	100848	12.852	0.039	39.924639	-85.374501                                                                                                                  
62164	New Castle, PA Urban Cluster	C	74066912	928292	28.597	0.358	40.994128	-80.340103                                                                                                                  
62191	Newcastle, WY Urban Cluster	C	5893050	0	2.275	0.	43.85059	-104.209364                                                                                                                             
62218	Newcomerstown, OH Urban Cluster	C	5940645	116721	2.294	0.045	40.274203	-81.60277                                                                                                                  
62245	New Concord, OH Urban Cluster	C	4919548	0	1.899	0.	39.993114	-81.745463                                                                                                                           
62272	New Cordell, OK Urban Cluster	C	4577491	0	1.767	0.	35.296902	-98.986776                                                                                                                           
62326	Newfane, NY Urban Cluster	C	12541700	0	4.842	0.	43.308391	-78.715664                                                                                                                              
62353	New Freedom--Shrewsbury, PA--MD Urban Cluster	C	24515473	22309	9.465	0.009	39.76241	-76.697319                                                                                                    
62380	New Hampton, IA Urban Cluster	C	3927851	0	1.517	0.	43.060231	-92.316518                                                                                                                           
62407	New Haven, CT Urbanized Area	U	792631672	15797193	306.037	6.099	41.335968	-72.521823                                                                                                              
62461	New Lebanon, OH Urban Cluster	C	4823133	0	1.862	0.	39.741902	-84.394697                                                                                                                           
62488	New Lexington, OH Urban Cluster	C	5068707	3887	1.957	0.002	39.716784	-82.20666                                                                                                                    
62505	New London, MN Urban Cluster	C	7379930	103880	2.849	0.04	45.243528	-94.940025                                                                                                                     
62515	New London, WI Urban Cluster	C	9691858	306477	3.742	0.118	44.389499	-88.74935                                                                                                                     
62542	New Madrid, MO Urban Cluster	C	4832164	4318	1.866	0.002	36.596117	-89.540947                                                                                                                      
62569	Newman, CA Urban Cluster	C	4955605	0	1.913	0.	37.315663	-121.020748                                                                                                                               
62623	New Martinsville, WV--OH Urban Cluster	C	10568426	1082808	4.08	0.418	39.653537	-80.861882                                                                                                         
62677	New Orleans, LA Urbanized Area	U	651248991	44425964	251.449	17.153	29.954653	-90.143683                                                                                                           
62731	New Philadelphia--Dover, OH Urban Cluster	C	58533079	823713	22.6	0.318	40.491612	-81.44441                                                                                                        
62758	Newport, AR Urban Cluster	C	11801782	54671	4.557	0.021	35.612144	-91.262068                                                                                                                       
62785	Newport, NH Urban Cluster	C	8849329	0	3.417	0.	43.370517	-72.160687                                                                                                                               
62839	Newport, OR Urban Cluster	C	19317936	717914	7.459	0.277	44.629924	-124.064517                                                                                                                     
62866	Newport, PA Urban Cluster	C	2052737	0	0.793	0.	40.478014	-77.134107                                                                                                                               
62893	Newport, TN Urban Cluster	C	25710969	6967	9.927	0.003	35.989368	-83.269336                                                                                                                        
62920	Newport, VT Urban Cluster	C	7163891	279998	2.766	0.108	44.935595	-72.205827                                                                                                                       
62930	Newport, WA--ID Urban Cluster	C	3538208	32519	1.366	0.013	48.180595	-117.047668                                                                                                                   
62947	New Prague, MN Urban Cluster	C	11384353	0	4.396	0.	44.540138	-93.574353                                                                                                                           
62964	New Richmond, OH Urban Cluster	C	7189377	70429	2.776	0.027	38.937028	-84.251526                                                                                                                   
62974	New Richmond, WI Urban Cluster	C	10630297	57356	4.104	0.022	45.113763	-92.535619                                                                                                                  
63001	New Roads, LA Urban Cluster	C	21069283	3778771	8.135	1.459	30.707617	-91.43754                                                                                                                    
63028	New Tazewell, TN Urban Cluster	C	13084600	0	5.052	0.	36.450371	-83.591306                                                                                                                         
63055	Newton, IL Urban Cluster	C	5888199	0	2.273	0.	38.986958	-88.165378                                                                                                                                
63082	Newton, IA Urban Cluster	C	21433212	0	8.275	0.	41.699249	-93.043886                                                                                                                               
63109	Newton, KS Urban Cluster	C	25976399	19913	10.03	0.008	38.042165	-97.346807                                                                                                                        
63136	Newton, MS Urban Cluster	C	7545692	40511	2.913	0.016	32.321818	-89.159692                                                                                                                         
63137	Newton, NJ Urban Cluster	C	22542458	715664	8.704	0.276	41.0587	-74.752252                                                                                                                         
63163	New Ulm, MN Urban Cluster	C	18331161	0	7.078	0.	44.307955	-94.463502                                                                                                                              
63190	New Wilmington, PA Urban Cluster	C	3125723	83360	1.207	0.032	41.118992	-80.330891                                                                                                                 
63217	New York--Newark, NY--NJ--CT Urbanized Area	U	8934084608	534984232	3449.469	206.559	40.718357	-73.970221                                                                                          
63244	Nicholasville, KY Urban Cluster	C	27701151	101680	10.695	0.039	37.876913	-84.580638                                                                                                               
63271	Nine Mile Falls, WA Urban Cluster	C	11295050	0	4.361	0.	47.818661	-117.594814                                                                                                                     
63282	Nipomo, CA Urban Cluster	C	18462372	0	7.128	0.	35.03189	-120.50213                                                                                                                                
63298	Nocona, TX Urban Cluster	C	5241502	0	2.024	0.	33.785013	-97.728017                                                                                                                                
63325	Nogales, AZ Urban Cluster	C	64566970	45220	24.929	0.017	31.408105	-110.959403                                                                                                                     
63352	Nokomis, IL Urban Cluster	C	6104911	0	2.357	0.	39.293023	-89.293347                                                                                                                               
63379	Nome, AK Urban Cluster	C	2677101	2766	1.034	0.001	64.497354	-165.392545                                                                                                                           
63406	Norfolk, NE Urban Cluster	C	32060034	364285	12.378	0.141	42.035698	-97.419866                                                                                                                     
63433	Norman, OK Urbanized Area	U	116349221	2018404	44.923	0.779	35.214135	-97.445179                                                                                                                   
63447	Norris, TN Urban Cluster	C	10620474	0	4.101	0.	36.174348	-84.076928                                                                                                                               
63460	North Adams, MA--VT Urban Cluster	C	25360968	418282	9.792	0.161	42.709684	-73.081275                                                                                                              
63487	North Baltimore, OH Urban Cluster	C	4987312	41813	1.926	0.016	41.181988	-83.669735                                                                                                                
63541	North Branch, MN Urban Cluster	C	14384154	23248	5.554	0.009	45.498551	-92.990762                                                                                                                  
63568	North Brookfield, MA Urban Cluster	C	20267433	2440503	7.825	0.942	42.214583	-72.078865                                                                                                            
63579	North Conway, NH Urban Cluster	C	20184490	149300	7.793	0.058	44.012639	-71.116616                                                                                                                 
63588	North Eagle Butte, SD Urban Cluster	C	3531341	0	1.363	0.	45.000886	-101.234107                                                                                                                    
63622	North East, PA Urban Cluster	C	8151342	1852	3.147	0.001	42.216273	-79.831538                                                                                                                      
63649	Northern Cambria, PA Urban Cluster	C	19097714	705	7.374	0.	40.654129	-78.766955                                                                                                                   
63676	Northfield, MN Urban Cluster	C	23784655	38310	9.183	0.015	44.448766	-93.169159                                                                                                                    
63703	Northfield, VT Urban Cluster	C	4783519	97352	1.847	0.038	44.149275	-72.658677                                                                                                                     
63784	North Manchester, IN Urban Cluster	C	6850600	74713	2.645	0.029	41.006727	-85.772595                                                                                                               
63811	North Platte, NE Urban Cluster	C	30971343	65294	11.958	0.025	41.133066	-100.782855                                                                                                                
63838	North Port--Port Charlotte, FL Urbanized Area	U	309100172	25869730	119.344	9.988	27.006513	-82.123843                                                                                             
63851	North Shore, CA Urban Cluster	C	4213902	0	1.627	0.	33.53095	-115.933577                                                                                                                           
63865	North Vernon, IN Urban Cluster	C	21744078	371104	8.395	0.143	39.014858	-85.642719                                                                                                                 
63892	North Webster, IN Urban Cluster	C	9718916	511958	3.752	0.198	41.303068	-85.714616                                                                                                                 
63946	North Wilkesboro--Wilkesboro, NC Urban Cluster	C	67743034	12231	26.156	0.005	36.16403	-81.171452                                                                                                  
64000	Norton, KS Urban Cluster	C	3517516	0	1.358	0.	39.833533	-99.891377                                                                                                                                
64027	Norton--Wise, VA Urban Cluster	C	29364852	83090	11.338	0.032	36.960466	-82.603697                                                                                                                 
64054	Norwalk, OH Urban Cluster	C	27312060	49836	10.545	0.019	41.249556	-82.615958                                                                                                                      
