CSAFP	GEOID	NAME	CBSA_TYPE	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                             
	43420	Sierra Vista-Douglas, AZ Metro Area	1	15966170808	137020196	6164.573	52.904	31.840129	-109.775163                                                                                                
	49420	Yakima, WA Metro Area	1	11122757280	41168174	4294.521	15.895	46.456558	-120.740145                                                                                                               
	35440	Newport, OR Micro Area	2	2539222440	554656148	980.399	214.154	44.641061	-123.911212                                                                                                              
	10460	Alamogordo, NM Micro Area	2	17126456771	36943378	6612.562	14.264	32.615599	-105.751308                                                                                                           
	15460	Burlington, IA-IL Micro Area	2	2058829392	77900285	794.919	30.077	40.867523	-91.064281                                                                                                           
	18460	Cornelia, GA Micro Area	2	716980219	5802042	276.828	2.24	34.634392	-83.525875                                                                                                                    
	23460	Gadsden, AL Metro Area	1	1386373604	34568854	535.282	13.347	34.047641	-86.034263                                                                                                                 
	24460	Great Bend, KS Micro Area	2	2318705425	13926862	895.257	5.377	38.481239	-98.767837                                                                                                               
	25460	Harrison, AR Micro Area	2	3654212660	37022787	1410.899	14.295	36.087809	-93.162053                                                                                                               
	27460	Jamestown-Dunkirk-Fredonia, NY Micro Area	2	2745967842	1139487496	1060.224	439.959	42.304216	-79.407595                                                                                          
	29460	Lakeland-Winter Haven, FL Metro Area	1	4654624281	552319387	1797.161	213.252	27.953581	-81.69347                                                                                                 
	38460	Plattsburgh, NY Micro Area	2	2687771456	206611031	1037.754	79.773	44.752712	-73.705643                                                                                                           
	37460	Panama City, FL Metro Area	1	3397939689	1205965649	1311.952	465.626	30.101095	-85.474971                                                                                                         
	40460	Rockingham, NC Micro Area	2	1226886652	15537990	473.704	5.999	35.004636	-79.755695                                                                                                               
	41460	Salina, KS Micro Area	2	3732101294	4340890	1440.972	1.676	38.96457	-97.663387                                                                                                                    
	45460	Terre Haute, IN Metro Area	1	3794838674	50775950	1465.195	19.605	39.392389	-87.347096                                                                                                            
	47460	Walla Walla, WA Metro Area	1	5538993693	87495421	2138.618	33.782	46.263537	-118.255883                                                                                                           
	48460	West Plains, MO Micro Area	2	2401562310	2913503	927.248	1.125	36.774369	-91.887368                                                                                                               
	49460	Yankton, SD Micro Area	2	1349873590	28676614	521.189	11.072	43.006603	-97.388361                                                                                                                 
	11500	Anniston-Oxford-Jacksonville, AL Metro Area	1	1569189622	16627597	605.868	6.42	33.771706	-85.822513                                                                                              
	10500	Albany, GA Metro Area	1	5006277239	64821308	1932.935	25.028	31.589303	-84.174913                                                                                                                 
	13500	Bennettsville, SC Micro Area	2	1242867246	14489017	479.874	5.594	34.60167	-79.679435                                                                                                             
	17500	Clewiston, FL Micro Area	2	2994619283	87037213	1156.229	33.605	26.539967	-81.152114                                                                                                              
	19500	Decatur, IL Metro Area	1	1503684098	13406667	580.576	5.176	39.860237	-88.961529                                                                                                                  
	22500	Florence, SC Metro Area	1	3525354483	24392674	1361.147	9.418	34.154902	-79.80759                                                                                                                 
	24500	Great Falls, MT Metro Area	1	6988237762	34396943	2698.174	13.281	47.316575	-111.350262                                                                                                           
	26500	Huntingdon, PA Micro Area	2	2265337411	37851956	874.652	14.615	40.422311	-77.968595                                                                                                              
	28500	Kerrville, TX Micro Area	2	2857601859	10247474	1103.326	3.957	30.059953	-99.353339                                                                                                               
	29500	Lamesa, TX Micro Area	2	2331781560	4720730	900.306	1.823	32.742528	-101.948771                                                                                                                   
	34500	Mount Vernon, IL Micro Area	2	1479418967	32683606	571.207	12.619	38.30078	-88.92421                                                                                                              
	33500	Minot, ND Micro Area	2	12338767270	249256399	4764.025	96.238	48.320242	-101.19801                                                                                                                
	44500	Stephenville, TX Micro Area	2	2805417369	17169065	1083.178	6.629	32.236661	-98.220507                                                                                                            
	41500	Salinas, CA Metro Area	1	8499616962	1267799938	3281.721	489.5	36.240107	-121.315572                                                                                                              
	43500	Silver City, NM Micro Area	2	10259428091	15345466	3961.188	5.925	32.732087	-108.381504                                                                                                           
	45500	Texarkana, TX-AR Metro Area	1	5291283400	213430554	2042.976	82.406	33.47837	-94.207169                                                                                                           
	22520	Florence-Muscle Shoals, AL Metro Area	1	3265348404	213309207	1260.758	82.359	34.799254	-87.719388                                                                                                
	45520	The Dalles, OR Micro Area	2	6167110934	35725745	2381.135	13.794	45.164536	-121.165069                                                                                                            
	46520	Urban Honolulu, HI Metro Area	1	1555453537	4055036094	600.564	1565.658	21.580023	-158.123406                                                                                                     
	15540	Burlington-South Burlington, VT Metro Area	1	3243992009	656748730	1252.512	253.572	44.689117	-73.041171                                                                                          
	13540	Bennington, VT Micro Area	2	1748233047	6928008	674.997	2.675	43.035325	-73.11146                                                                                                                 
	12540	Bakersfield, CA Metro Area	1	21062456129	78764641	8132.26	30.411	35.346629	-118.729506                                                                                                           
	20540	Dyersburg, TN Micro Area	2	1326943233	36772008	512.336	14.198	36.054196	-89.398306                                                                                                               
	21540	Escanaba, MI Micro Area	2	3033137838	2124389419	1171.101	820.231	45.805229	-86.901938                                                                                                            
	22540	Fond du Lac, WI Metro Area	1	1863666382	119854626	719.566	46.276	43.754722	-88.493284                                                                                                            
	27540	Jasper, IN Micro Area	2	1972446438	38492863	761.566	14.862	38.384156	-87.035953                                                                                                                  
	28540	Ketchikan, AK Micro Area	2	12579243763	4651750442	4856.873	1796.051	55.449938	-131.106685                                                                                                        
	29540	Lancaster, PA Metro Area	1	2444602016	103428057	943.866	39.934	40.041992	-76.250198                                                                                                              
	32540	McAlester, OK Micro Area	2	3381125454	187426541	1305.46	72.366	34.92554	-95.74813                                                                                                                
	33540	Missoula, MT Metro Area	1	6715862288	64586614	2593.009	24.937	47.027263	-113.892691                                                                                                              
	38540	Pocatello, ID Metro Area	1	2881323493	92089031	1112.485	35.556	42.692921	-112.228982                                                                                                             
	37540	Paris, TN Micro Area	2	1455159717	81742882	561.84	31.561	36.325295	-88.300288                                                                                                                    
	40540	Rock Springs, WY Micro Area	2	27005754244	166230251	10426.98	64.182	41.660328	-108.875677                                                                                                        
	42540	Scranton--Wilkes-Barre--Hazleton, PA Metro Area	1	4523216127	77162267	1746.424	29.793	41.322881	-75.898188                                                                                       
	44540	Sterling, CO Micro Area	2	4761947992	16363553	1838.598	6.318	40.728091	-103.090464                                                                                                               
	41540	Salisbury, MD-DE Metro Area	1	5435292085	2080445021	2098.578	803.264	38.399521	-75.478262                                                                                                        
	46540	Utica-Rome, NY Metro Area	1	6795729433	237760956	2623.846	91.8	43.33228	-75.173189                                                                                                               
	48540	Wheeling, WV-OH Metro Area	1	2443361381	49381862	943.387	19.066	39.975509	-80.847011                                                                                                             
	15580	Butte-Silver Bow, MT Micro Area	2	1859568273	1518176	717.983	0.586	45.896232	-112.660071                                                                                                         
	14580	Bozeman, MT Micro Area	2	6746957846	74489170	2605.015	28.76	45.518054	-111.163921                                                                                                                
	16580	Champaign-Urbana, IL Metro Area	1	4974998734	8495647	1920.858	3.28	40.234489	-88.298623                                                                                                          
	19580	Defiance, OH Micro Area	2	1065649892	7073997	411.45	2.731	41.321679	-84.486433                                                                                                                   
	20580	Eagle Pass, TX Micro Area	2	3313817728	31871315	1279.472	12.306	28.729787	-100.316678                                                                                                            
	22580	Forest City, NC Micro Area	2	1464476249	4692788	565.437	1.812	35.402747	-81.919582                                                                                                               
	25580	Hastings, NE Micro Area	2	1458869102	2481410	563.273	0.958	40.520632	-98.500044                                                                                                                  
	27580	Jayuya, PR Micro Area	2	115340543	3091	44.533	0.001	18.211152	-66.58687                                                                                                                          
	28580	Key West, FL Micro Area	2	2546027976	7133356544	983.027	2754.204	24.768883	-80.95327                                                                                                             
	30580	Liberal, KS Micro Area	2	1656693358	1961444	639.653	0.757	37.18096	-100.855257                                                                                                                   
	33580	Mitchell, SD Micro Area	2	2253859348	5396231	870.22	2.083	43.675038	-97.966937                                                                                                                   
	31580	Madisonville, KY Micro Area	2	1403944002	31984819	542.066	12.349	37.31107	-87.542196                                                                                                             
	36580	Oneonta, NY Micro Area	2	2594462122	36339120	1001.727	14.031	42.629776	-75.028841                                                                                                                
	37580	Paris, TX Micro Area	2	2349588921	67136454	907.181	25.922	33.667263	-95.570348                                                                                                                   
	38580	Point Pleasant, WV-OH Micro Area	2	2323991191	48209797	897.298	18.614	38.798396	-82.180553                                                                                                       
	11620	Ardmore, OK Micro Area	2	2129435455	30005660	822.18	11.585	34.251848	-97.287927                                                                                                                  
	14620	Bradford, PA Micro Area	2	2536067959	13048799	979.181	5.038	41.81459	-78.572463                                                                                                                  
	12620	Bangor, ME Metro Area	1	8798688537	413994273	3397.193	159.844	45.409284	-68.666616                                                                                                               
	13620	Berlin, NH-VT Micro Area	2	6366625160	121244073	2458.168	46.813	44.698624	-71.42165                                                                                                              
	15620	Cadillac, MI Micro Area	2	2925942367	50770824	1129.713	19.603	44.328738	-85.326429                                                                                                               
	19620	Del Rio, TX Micro Area	2	8144863664	227711337	3144.75	87.92	29.875285	-101.143324                                                                                                                
	24620	Greeneville, TN Micro Area	2	1611409743	5099752	622.169	1.969	36.179487	-82.847523                                                                                                               
	25620	Hattiesburg, MS Metro Area	1	4169683815	27227185	1609.924	10.512	31.188441	-89.232741                                                                                                            
	27620	Jefferson City, MO Metro Area	1	5821473969	80085177	2247.684	30.921	38.637121	-92.089227                                                                                                         
	31620	Magnolia, AR Micro Area	2	1983889572	1990757	765.984	0.769	33.223038	-93.232843                                                                                                                  
	32620	McComb, MS Micro Area	2	2950301367	8218928	1139.118	3.173	31.17813	-90.65553                                                                                                                     
	38620	Ponca City, OK Micro Area	2	2381847043	65600611	919.636	25.329	36.814885	-97.143862                                                                                                              
	40620	Rolla, MO Micro Area	2	1739898532	6587539	671.779	2.543	37.866326	-91.790349                                                                                                                     
	43620	Sioux Falls, SD Metro Area	1	6670247175	27910159	2575.397	10.776	43.49542	-96.995339                                                                                                             
	45620	Thomasville, GA Micro Area	2	1410531714	19706578	544.609	7.609	30.864619	-83.919815                                                                                                              
	46620	Uvalde, TX Micro Area	2	4019455749	17385902	1551.921	6.713	29.350308	-99.768427                                                                                                                  
	47620	Warren, PA Micro Area	2	2289908286	37358226	884.139	14.424	41.834298	-79.298182                                                                                                                  
	21640	Eufaula, AL-GA Micro Area	2	2683847732	74696993	1036.239	28.841	31.867281	-85.335032                                                                                                             
	10660	Albert Lea, MN Micro Area	2	1831823843	39237837	707.271	15.15	43.674202	-93.350289                                                                                                               
	11660	Arkadelphia, AR Micro Area	2	2243130281	43387661	866.077	16.752	34.053316	-93.176208                                                                                                             
	14660	Brainerd, MN Micro Area	2	7821343060	1426332950	3019.838	550.71	46.767291	-94.223862                                                                                                             
	16660	Charleston-Mattoon, IL Micro Area	2	2212388262	7161357	854.208	2.765	39.423163	-88.242212                                                                                                        
	21660	Eugene, OR Metro Area	1	11801553916	434809019	4556.606	167.881	43.928329	-122.89769                                                                                                              
	22660	Fort Collins, CO Metro Area	1	6723008226	99024667	2595.768	38.234	40.658093	-105.486764                                                                                                          
	23660	Galesburg, IL Micro Area	2	1855569287	8837382	716.439	3.412	40.930945	-90.213792                                                                                                                 
	28660	Killeen-Temple, TX Metro Area	1	7294258071	109290199	2816.329	42.197	31.20273	-97.789638                                                                                                         
	29660	Laramie, WY Micro Area	2	11070455509	89161376	4274.327	34.425	41.665514	-105.721883                                                                                                              
	31660	Malone, NY Micro Area	2	4219643543	176696509	1629.214	68.223	44.594376	-74.31067                                                                                                                 
	34660	Murray, KY Micro Area	2	997223465	66475493	385.03	25.666	36.620978	-88.274086                                                                                                                    
	32660	McMinnville, TN Micro Area	2	1120619143	3524884	432.673	1.361	35.67825	-85.777343                                                                                                                
	37660	Parsons, KS Micro Area	2	1671560462	20006432	645.393	7.725	37.191468	-95.297473                                                                                                                  
	43660	Snyder, TX Micro Area	2	2345090483	5436957	905.445	2.099	32.744353	-100.913346                                                                                                                   
	41660	San Angelo, TX Metro Area	1	6665451403	48253632	2573.545	18.631	31.36531	-100.659418                                                                                                             
	44660	Stillwater, OK Micro Area	2	1773393751	31771426	684.711	12.267	36.079225	-96.975255                                                                                                              
	46660	Valdosta, GA Metro Area	1	4162606747	56183125	1607.192	21.692	30.829645	-83.24064                                                                                                                
	48660	Wichita Falls, TX Metro Area	1	6784837647	143921063	2619.641	55.568	33.776144	-98.501907                                                                                                         
	13700	Big Spring, TX Micro Area	2	4664592112	11087085	1801.009	4.281	32.091772	-101.467644                                                                                                             
	16700	Charleston-North Charleston, SC Metro Area	1	6708379577	1483891246	2590.12	572.934	33.021989	-80.012043                                                                                          
	17700	Coffeyville, KS Micro Area	2	1666900068	20430024	643.594	7.888	37.189537	-95.742403                                                                                                              
	19700	Deming, NM Micro Area	2	7679944776	433660	2965.243	0.167	32.184523	-107.747191                                                                                                                   
	21700	Eureka-Arcata-Fortuna, CA Micro Area	2	9241527430	1253763757	3568.174	484.081	40.706655	-123.926176                                                                                              
	22700	Fort Dodge, IA Micro Area	2	1853677021	7190529	715.709	2.776	42.433579	-94.175831                                                                                                                
	23700	Gallup, NM Micro Area	2	14117193197	13684636	5450.679	5.284	35.583878	-108.253266                                                                                                                
	26700	Huron, SD Micro Area	2	3260040832	15805388	1258.709	6.102	44.418265	-98.279422                                                                                                                   
	25700	Hays, KS Micro Area	2	2330762299	1197085	899.912	0.462	38.914597	-99.317313                                                                                                                      
	27700	Jesup, GA Micro Area	2	1662610320	17766411	641.937	6.86	31.547845	-81.912376                                                                                                                     
	29700	Laredo, TX Metro Area	1	8706186712	36555086	3361.478	14.114	27.760799	-99.340752                                                                                                                 
	32700	McPherson, KS Micro Area	2	2326543131	6007626	898.283	2.32	38.395812	-97.647489                                                                                                                  
	40700	Roseburg, OR Micro Area	2	13042266635	252033429	5035.648	97.311	43.286328	-123.154476                                                                                                            
	43700	Somerset, KY Micro Area	2	1705275220	48545981	658.41	18.744	37.108303	-84.580175                                                                                                                 
	41700	San Antonio-New Braunfels, TX Metro Area	1	18940743115	149695900	7313.062	57.798	29.43306	-98.606973                                                                                             
	42700	Sebring, FL Metro Area	1	2634768891	231625544	1017.29	89.431	27.34108	-81.342353                                                                                                                 
	45700	Tifton, GA Micro Area	2	675731947	20428670	260.902	7.888	31.457003	-83.525931                                                                                                                    
	47700	Warsaw, IN Micro Area	2	1376412104	59459185	531.436	22.957	41.244293	-85.861575                                                                                                                  
	14720	Breckenridge, CO Micro Area	2	1575590691	28283469	608.339	10.92	39.621023	-106.137555                                                                                                            
	13720	Big Stone Gap, VA Micro Area	2	1920129865	13429246	741.366	5.185	37.025296	-82.509943                                                                                                            
	12740	Barre, VT Micro Area	2	1779428779	21177320	687.041	8.177	44.274988	-72.609514                                                                                                                    
	13740	Billings, MT Metro Area	1	15165919106	77980280	5855.594	30.108	45.775175	-108.726537                                                                                                             
	17740	Coldwater, MI Micro Area	2	1311604220	34421385	506.413	13.29	41.918455	-85.066885                                                                                                                
	18740	Coshocton, OH Micro Area	2	1460611200	9162734	563.945	3.538	40.29671	-81.930109                                                                                                                  
	21740	Evanston, WY Micro Area	2	5391631764	16625817	2081.721	6.419	41.284726	-110.558947                                                                                                               
	24740	Greenville, MS Micro Area	2	1877059426	94506019	724.737	36.489	33.273174	-90.944446                                                                                                              
	26740	Hutchinson, KS Micro Area	2	3251786677	42963060	1255.522	16.588	37.948185	-98.078346                                                                                                             
	25740	Helena, MT Micro Area	2	13248418907	108101232	5115.243	41.738	46.811354	-112.284031                                                                                                              
	35740	Norfolk, NE Micro Area	2	4075292584	19597305	1573.479	7.567	42.04313	-97.487952                                                                                                                  
	38740	Poplar Bluff, MO Micro Area	2	1799186752	11193420	694.67	4.322	36.71518	-90.40313                                                                                                                
	37740	Payson, AZ Micro Area	2	12323152727	97113523	4757.996	37.496	33.789618	-110.81187                                                                                                                
	40740	Roswell, NM Micro Area	2	15713867248	20519782	6067.158	7.923	33.361604	-104.469837                                                                                                               
	42740	Sedalia, MO Micro Area	2	1766953615	10501027	682.225	4.054	38.727367	-93.285207                                                                                                                  
	44740	Storm Lake, IA Micro Area	2	1488981857	13798139	574.899	5.327	42.741522	-95.141432                                                                                                               
	41740	San Diego-Carlsbad, CA Metro Area	1	10900649391	820695499	4208.764	316.872	33.023604	-116.776117                                                                                                 
	45740	Toccoa, GA Micro Area	2	463996898	13074870	179.15	5.048	34.552914	-83.290216                                                                                                                     
	49740	Yuma, AZ Metro Area	1	14281127830	13326079	5513.975	5.145	32.773942	-113.910905                                                                                                                  
	25760	Helena-West Helena, AR Micro Area	2	1801669159	82139043	695.628	31.714	34.423687	-90.855593                                                                                                      
	40760	Ruidoso, NM Micro Area	2	12512530061	554839	4831.115	0.214	33.740841	-105.449805                                                                                                                 
	43760	Sonora, CA Micro Area	2	5752079372	138722707	2220.89	53.561	38.021434	-119.964733                                                                                                                
	41760	Sandpoint, ID Micro Area	2	4488997480	478943304	1733.212	184.921	48.316796	-116.612364                                                                                                           
	10780	Alexandria, LA Metro Area	1	5085105761	163013707	1963.37	62.94	31.325348	-92.546803                                                                                                              
	13780	Binghamton, NY Metro Area	1	3171249608	36175480	1224.426	13.967	42.163928	-76.022943                                                                                                             
	17780	College Station-Bryan, TX Metro Area	1	5438080561	87234322	2099.655	33.681	30.754392	-96.488537                                                                                                  
	15780	Camden, AR Micro Area	2	3525874159	27976577	1361.348	10.802	33.56752	-92.708221                                                                                                                  
	21780	Evansville, IN-KY Metro Area	1	3792647786	125972863	1464.35	48.638	38.02007	-87.586166                                                                                                           
	22780	Fort Leonard Wood, MO Micro Area	2	1417012539	11314753	547.112	4.369	37.824835	-92.207022                                                                                                        
	23780	Garden City, KS Micro Area	2	5626854512	2849972	2172.541	1.1	38.025453	-100.970695                                                                                                               
	37780	Pecos, TX Micro Area	2	6825534331	17396672	2635.354	6.717	31.308366	-103.712706                                                                                                                  
	40780	Russellville, AR Micro Area	2	4513463118	95762628	1742.658	36.974	35.199586	-93.252763                                                                                                           
	48780	Williston, ND Micro Area	2	5381852512	181794883	2077.945	70.191	48.355765	-103.501333                                                                                                            
	47780	Washington, IN Micro Area	2	1112374406	19124393	429.49	7.384	38.696089	-87.076944                                                                                                                
	22800	Fort Madison-Keokuk, IA-IL-MO Micro Area	2	4703095310	127526742	1815.875	49.238	40.478345	-91.409363                                                                                             
	10820	Alexandria, MN Micro Area	2	1649183865	215620610	636.753	83.252	45.936829	-95.462156                                                                                                             
	11820	Astoria, OR Micro Area	2	2144880465	661621020	828.143	255.453	46.024509	-123.705034                                                                                                              
	16820	Charlottesville, VA Metro Area	1	5760476816	45600432	2224.133	17.606	37.85459	-78.578282                                                                                                         
	17820	Colorado Springs, CO Metro Area	1	6951238265	12042035	2683.888	4.649	38.845507	-104.638728                                                                                                       
	15820	Campbellsville, KY Micro Area	2	689890901	27072829	266.368	10.453	37.36621	-85.328059                                                                                                            
	20820	Effingham, IL Micro Area	2	1239970330	3183217	478.755	1.229	39.047945	-88.592849                                                                                                                 
	21820	Fairbanks, AK Metro Area	1	18983364355	273047179	7329.518	105.424	64.676044	-146.548159                                                                                                          
	22820	Fort Morgan, CO Micro Area	2	3316441514	34663098	1280.485	13.383	40.263159	-103.81221                                                                                                            
	25820	Hereford, TX Micro Area	2	3876750541	3926557	1496.822	1.516	34.940766	-102.607564                                                                                                                
	28820	Kinston, NC Micro Area	2	1033630021	5900301	399.087	2.278	35.240068	-77.63551                                                                                                                    
	31820	Manitowoc, WI Micro Area	2	1526291642	2343346355	589.305	904.771	44.104433	-87.315478                                                                                                            
	35820	North Platte, NE Micro Area	2	10343810327	32334074	3993.768	12.484	41.230647	-100.78332                                                                                                          
	38820	Port Angeles, WA Micro Area	2	4503162162	2413868443	1738.681	932.	48.110903	-123.88986                                                                                                           
	42820	Selma, AL Micro Area	2	2534919599	39124778	978.738	15.106	32.33354	-87.114356                                                                                                                    
	45820	Topeka, KS Metro Area	1	8372521162	148423391	3232.649	57.307	39.041389	-95.802639                                                                                                                
	48820	Willmar, MN Micro Area	2	2065234175	168250932	797.391	64.962	45.152714	-95.004981                                                                                                                
	49820	Zapata, TX Micro Area	2	2585876219	154370982	998.412	59.603	26.996981	-99.182603                                                                                                                 
	21840	Fairfield, IA Micro Area	2	1127999804	3524817	435.523	1.361	41.005888	-91.966634                                                                                                                 
	25840	Hermiston-Pendleton, OR Micro Area	2	13587020984	85993557	5245.978	33.202	45.544602	-119.076191                                                                                                  
	18860	Crescent City, CA Micro Area	2	2606117983	578742642	1006.228	223.454	41.763958	-124.003614                                                                                                       
	19860	Dickinson, ND Micro Area	2	3457084716	14024869	1334.788	5.415	46.817031	-102.662026                                                                                                              
	21860	Fairmont, MN Micro Area	2	1844928054	44669375	712.331	17.247	43.677118	-94.537252                                                                                                                
	28860	Kirksville, MO Micro Area	2	2265278460	7684518	874.629	2.967	40.284489	-92.565124                                                                                                                
	29860	Laurel, MS Micro Area	2	3551005456	15863279	1371.051	6.125	31.825463	-89.148054                                                                                                                  
	30860	Logan, UT-ID Metro Area	1	4733850034	33251169	1827.75	12.838	41.883617	-111.784324                                                                                                               
	33860	Montgomery, AL Metro Area	1	7029491093	187230524	2714.102	72.29	32.365631	-86.404585                                                                                                             
	34860	Nacogdoches, TX Micro Area	2	2451572357	89731150	946.557	34.645	31.62056	-94.62025                                                                                                               
	40860	Rutland, VT Micro Area	2	2408213829	38757297	929.817	14.964	43.580858	-73.038202                                                                                                                 
	46860	Vernal, UT Micro Area	2	11609319533	56115725	4482.384	21.666	40.125887	-109.517748                                                                                                               
	18880	Crestview-Fort Walton Beach-Destin, FL Metro Area	1	5097032980	916071754	1967.976	353.697	30.641097	-86.367692                                                                                   
	25880	Hillsdale, MI Micro Area	2	1549207127	22939158	598.152	8.857	41.927461	-84.637479                                                                                                                
	11900	Athens, OH Micro Area	2	1304386902	12461327	503.627	4.811	39.332604	-82.045844                                                                                                                   
	13900	Bismarck, ND Metro Area	1	13921974862	253475298	5375.305	97.867	46.726594	-100.996096                                                                                                            
	12900	Batesville, AR Micro Area	2	1978631568	19593589	763.954	7.565	35.737499	-91.559942                                                                                                               
	18900	Crossville, TN Micro Area	2	1763849845	9823726	681.026	3.793	35.952398	-84.994761                                                                                                                
	22900	Fort Smith, AR-OK Metro Area	1	8768792118	226627207	3385.65	87.501	35.195534	-94.562533                                                                                                          
	24900	Greenwood, MS Micro Area	2	3165909249	48172332	1222.364	18.599	33.491305	-90.113633                                                                                                              
	25900	Hilo, HI Micro Area	2	10433637868	2739470031	4028.45	1057.715	19.597764	-155.502443                                                                                                              
	28900	Klamath Falls, OR Micro Area	2	15391639803	503686590	5942.746	194.474	42.683761	-121.646168                                                                                                      
	30900	Logansport, IN Micro Area	2	1067476806	6973611	412.155	2.693	40.753799	-86.355168                                                                                                                
	35900	North Wilkesboro, NC Micro Area	2	1954249755	6862433	754.54	2.65	36.208883	-81.166095                                                                                                            
	36900	Ottumwa, IA Micro Area	2	2419115100	17740377	934.026	6.85	40.878477	-92.416412                                                                                                                   
	45900	Traverse City, MI Micro Area	2	4379619677	7440133248	1690.981	2872.652	44.952324	-85.90832                                                                                                       
	46900	Vernon, TX Micro Area	2	2514738099	18202665	970.946	7.028	34.08492	-99.24244                                                                                                                     
	48900	Wilmington, NC Metro Area	1	2754447610	516772538	1063.498	199.527	34.426033	-77.889634                                                                                                           
	12940	Baton Rouge, LA Metro Area	1	10429716212	456384127	4026.936	176.211	30.57089	-91.134533                                                                                                          
	16940	Cheyenne, WY Metro Area	1	6956354965	4348083	2685.864	1.679	41.29283	-104.660395                                                                                                                 
	20940	El Centro, CA Metro Area	1	10817292933	790212281	4176.58	305.103	33.040814	-115.3554                                                                                                             
	23940	Gillette, WY Micro Area	2	12437291881	11010427	4802.065	4.251	44.191999	-105.517014                                                                                                              
	25940	Hilton Head Island-Bluffton-Beaufort, SC Metro Area	1	3189148106	1019740947	1231.337	393.724	32.386792	-80.830877                                                                                
	27940	Juneau, AK Micro Area	2	7002973758	1426663852	2703.863	550.838	58.37291	-134.178445                                                                                                              
	30940	London, KY Micro Area	2	3258521686	47757139	1258.122	18.439	36.920616	-84.045446                                                                                                                 
	32940	Meridian, MS Micro Area	2	5598038904	37032363	2161.415	14.298	32.410674	-88.661926                                                                                                               
	31940	Marinette, WI-MI Micro Area	2	6328612034	1151715782	2443.491	444.68	45.435279	-87.769216                                                                                                         
	33940	Montrose, CO Micro Area	2	5804023559	4923260	2240.946	1.901	38.407507	-108.266282                                                                                                                
	36940	Owatonna, MN Micro Area	2	1112775685	6976791	429.645	2.694	44.015261	-93.220453                                                                                                                  
	40940	Safford, AZ Micro Area	2	11972737302	47477716	4622.7	18.331	32.931828	-109.87831                                                                                                                 
	44940	Sumter, SC Metro Area	1	1722537271	44054401	665.075	17.01	33.91614	-80.382376                                                                                                                    
	47940	Waterloo-Cedar Falls, IA Metro Area	1	3893279762	27896411	1503.204	10.771	42.536796	-92.471608                                                                                                   
	10980	Alpena, MI Micro Area	2	1481123844	2908714541	571.865	1123.061	44.894954	-83.426574                                                                                                              
	13980	Blacksburg-Christiansburg-Radford, VA Metro Area	1	3767150123	45452203	1454.505	17.549	37.121364	-80.531517                                                                                      
	19980	Dodge City, KS Micro Area	2	2844508248	2097356	1098.271	0.81	37.688416	-99.884748                                                                                                                
	20980	El Dorado, AR Micro Area	2	2691555887	41400825	1039.216	15.985	33.168219	-92.598145                                                                                                              
